ticker,prefixed,code6,name,industry,date,close,chg20,m,chg1,uptrend,turnover5
00317,hk00317,00317,中船防务,工业工程,2026-09-07,13.53,11.1,4.87,1.35,8/8,51558062.0
01396,hk01396,01396,粤港湾智算,软件服务,2026-09-07,11.96,14.0,8.29,9.83,8/8,62601958.2
00013,hk00013,00013,和黄医药,药品及生物科技,2026-09-07,22.38,13.2,3.72,-0.71,7/8,298035676.0
07666,hk07666,07666,剂泰科技-P,药品及生物科技,2026-09-07,15.41,28.4,15.94,11.51,5/8,110531066.9
00290,hk00290,00290,国富量子,其他金融,2026-09-07,1.7,-4.5,-2.57,-3.13,5/8,68112846.0
00068,hk00068,00068,群核科技,软件服务,2026-09-07,12.47,27.2,33.85,29.9,8/8,144281093.8
02556,hk02556,02556,迈富时,软件服务,2026-09-07,63.9,37.1,0.93,-5.47,7/8,463307759.7
06682,hk06682,06682,范式智能,软件服务,2026-09-07,29.3,-1.3,1.44,-5.42,6/8,229864690.3
06699,hk06699,06699,时代天使,其他医疗保健,2026-09-07,96.85,5.4,-0.36,-1.87,6/8,90192093.8
01060,hk01060,01060,大麦娱乐,媒体及娱乐,2026-09-07,0.515,-9.6,4.27,3.0,5/8,49449022.0
01866,hk01866,01866,中国心连心化肥,原材料,2026-09-07,11.49,15.5,-0.51,-0.95,8/8,98245570.8
09911,hk09911,09911,赤子城科技,媒体及娱乐,2026-09-07,9.055,10.0,2.94,1.23,6/8,93015637.9
01196,hk01196,01196,伟禄科技股份,工业工程,2026-09-07,9.88,56.8,1.18,-0.8,7/8,81080854.9
01686,hk01686,01686,新意网集团,软件服务,2026-09-07,5.495,12.1,-2.33,-4.35,6/8,90642109.0
01112,hk01112,01112,H&H国际控股,其他医疗保健,2026-09-07,19.04,19.3,1.53,0.0,6/8,41813659.7
03388,hk03388,03388,创想三维,资讯科技器材,2026-09-07,25.78,11.3,2.05,-0.85,7/8,48184221.3
00354,hk00354,00354,中国软件国际,软件服务,2026-09-07,3.95,10.8,-0.87,-3.19,7/8,189296500.0
02616,hk02616,02616,基石药业-B,药品及生物科技,2026-09-07,6.07,13.6,-1.86,-1.94,8/8,83270002.6
02007,hk02007,02007,碧桂园,地产,2026-09-07,0.2,3.1,3.96,0.5,5/8,52775182.2
00517,hk00517,00517,中远海运国际,工业工程,2026-09-07,6.795,17.0,0.29,0.0,6/8,41251698.3
00565,hk00565,00565,锦艺集团控股,地产,2026-09-07,4.12,41.8,16.51,8.71,7/8,43020194.0
00826,hk00826,00826,天工国际,一般金属及矿石,2026-09-07,3.16,4.1,1.35,1.28,5/8,63109980.9
03738,hk03738,03738,阜博集团,软件服务,2026-09-07,3.465,34.0,1.82,-0.29,7/8,199864383.3
02718,hk02718,02718,明略科技-W,软件服务,2026-09-07,51.4,8.4,1.49,-1.91,5/8,384124328.6
07688,hk07688,07688,拓璞数控,工业工程,2026-09-07,20.3,21.6,12.64,4.8,8/8,82841456.8
03268,hk03268,03268,美格智能,资讯科技器材,2026-09-07,23.1,34.7,19.12,22.35,7/8,45711526.8
09678,hk09678,09678,云知声,软件服务,2026-09-07,86.0,11.7,5.15,0.0,8/8,523319216.7
02028,hk02028,02028,映美控股,资讯科技器材,2026-09-07,3.7,164.3,84.46,84.54,7/8,100786066.0
00708,hk00708,00708,恒大汽车,汽车,2025-03-31,0.17,-10.1,1.64,1.19,5/8,52271369.1
