排名,industry,得分,股票数,趋势分,动量分,动量入池分,代表股,入池,趋势贡献,动量贡献,总分,池内,出池原因
,医药商业,16,3,5.3,1.87,26.18,"Guardian Pharmacy Services Inc.[GRDN](8/8,+10%)、Universal Health Services Inc.[UHS](6/8,+4%)、Sonida Senior Living Inc.[SNDA](6/8,+2%)、◎Guardian Pharmacy Services Inc.[GRDN](+2%)、◆HCA Healthcare Inc.[HCA](+5%)、◎PACS Group Inc.[PACS](+2%)、◎National HealthCare Corporation[NHC](+3%)、◎Sonida Senior Living Inc.[SNDA](+1%)、◎Universal Health Services Inc.[UHS](+2%)、◆Tenet Healthcare Corporation[THC](+4%)",—,4.38,2.2,6.58,0,腿池外
,农业,20,3,6.65,0.4,3.9,"Bunge Limited[BG](8/8,+11%)、Archer-Daniels-Midland Company[ADM](8/8,+8%)、Del Monte Corporation[DMC](6/8,+8%)、◎Archer-Daniels-Midland Company[ADM](+2%)、◎Darling Ingredients Inc.[DAR](+1%)、◎Del Monte Corporation[DMC](+1%)、◎Bunge Limited[BG](-0%)、◎Ingredion Incorporated[INGR](+0%)、◎Dole plc[DOLE](-1%)、◎Corteva Inc.[CTVA](-1%)",—,5.49,0.47,5.96,0,腿池外
,港口航运,52,9,5.73,1.01,14.21,"Hafnia Limited[HAFN](8/8,+33%)、TORM plc[TRMD](8/8,+24%)、CMB.TECH NV[CMBT](8/8,+19%)、Okeanis Eco Tankers Corp.[ECO](7/8,+29%)、Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands)[GNK](7/8,+13%)、◎Hafnia Limited[HAFN](+2%)、◎BW LPG Limited[BWLP](+2%)、◆Okeanis Eco Tankers Corp.[ECO](+2%)、◎TORM plc[TRMD](+1%)、◎Matson Inc.[MATX](+2%)、◎ZIM Integrated Shipping Services Ltd.[ZIM](-2%)、◎CMB.TECH NV[CMBT](+1%)",趋势,4.73,1.19,5.92,0,动量<2
,休闲服务,22,4,5.32,1.15,16.13,"Chagee Holdings Limited[CHA](7/8,+22%)、Target Hospitality Corp.[TH](7/8,+16%)、Rush Street Interactive Inc.[RSI](7/8,+6%)、Madison Square Garden Sports Corp. Class A Common Stock (New)[MSGS](6/8,+0%)、◆Jersey Mike's Subs Inc.[JMKE](+7%)、◎Chagee Holdings Limited[CHA](-1%)、◆Madison Square Garden Sports Corp. Class A Common Stock (New)[MSGS](+1%)、◆Wingstop Inc.[WING](+1%)、◎BJ's Restaurants Inc.[BJRI](-0%)、◆PENN Entertainment Inc.[PENN](+1%)、◆OneSpaWorld Holdings Limited[OSW](+1%)",—,4.39,1.35,5.74,0,腿池外
,电子设备制造,36,8,4.42,1.61,22.6,"Celestica Inc.[CLS](7/8,+8%)、Ralliant Corporation[RAL](7/8,-6%)、SolarEdge Technologies Inc.[SEDG](6/8,+6%)、TTM Technologies Inc.[TTMI](6/8,-5%)、IPG Photonics Corporation[IPGP](6/8,-6%)、◆Ralliant Corporation[RAL](+4%)、◎Celestica Inc.[CLS](+1%)、◆Sanmina Corporation[SANM](+0%)、◆IPG Photonics Corporation[IPGP](+1%)、◆Fabrinet[FN](+0%)、◆Benchmark Electronics Inc.[BHE](+1%)、◆BlackSky Technology Inc.[BKSY](-2%)",—,3.65,1.89,5.54,0,腿池外
,计算机硬件,34,7,4.82,1.28,17.96,"Quantum Corporation[QMCO](8/8,+25%)、Dell Technologies Inc.[DELL](7/8,+21%)、Sandisk Corporation[SNDK](6/8,+39%)、HP Inc.[HPQ](6/8,+12%)、Western Digital Corporation[WDC](6/8,+10%)、◎Hewlett Packard Enterprise Company[HPE](+5%)、◎Sandisk Corporation[SNDK](+2%)、◎Western Digital Corporation[WDC](+1%)、◆HP Inc.[HPQ](+5%)、◎Seagate Technology Holdings PLC Ordinary Shares (Ireland)[STX](-2%)、◎Dell Technologies Inc.[DELL](+0%)、◆BlackBerry Limited[BB](-2%)",—,3.98,1.5,5.48,0,腿池外
,医疗器械,42,8,5.04,1.09,15.29,"AtriCure Inc.[ATRC](8/8,+24%)、Avantor Inc.[AVTR](7/8,+8%)、Neogen Corporation[NEOG](7/8,+4%)、Integer Holdings Corporation[ITGR](7/8,+1%)、10x Genomics Inc.[TXG](6/8,+15%)、◎10x Genomics Inc.[TXG](+3%)、◆Pulse Biosciences Inc Common Stock (DE)[PLSE](+9%)、◆Veracyte Inc.[VCYT](+3%)、◆National Vision Holdings Inc.[EYE](+1%)、◆NeoGenomics Inc.[NEO](+1%)、◎Warby Parker Inc.[WRBY](-1%)、◆Neogen Corporation[NEOG](+0%)",—,4.16,1.28,5.44,0,腿池外
,电子元件,22,4,5.47,0.65,9.11,"Amphenol Corporation[APH](8/8,-3%)、Corning Incorporated[GLW](7/8,+6%)、Vishay Intertechnology Inc.[VSH](6/8,-5%)、Coherent Corp.[COHR](6/8,-8%)、◎Corning Incorporated[GLW](+2%)、◎Coherent Corp.[COHR](+1%)、◆Vishay Intertechnology Inc.[VSH](+1%)、◎Rogers Corporation[ROG](+0%)、◎Keysight Technologies Inc.[KEYS](-1%)、◆Littelfuse Inc.[LFUS](-0%)、◆Dolby Laboratories[DLB](-1%)",—,4.52,0.76,5.28,0,腿池外
,电力,84,17,4.79,1.05,14.62,"Constellation Energy Corporation[CEG](8/8,+6%)、Vistra Corp.[VST](8/8,+4%)、Energy Vault Holdings Inc.[NRGV](7/8,+20%)、OGE Energy Corp[OGE](7/8,+1%)、Korea Electric Power Corporation[KEP](7/8,-1%)、◎Energy Vault Holdings Inc.[NRGV](-1%)、◎NuScale Power Corporation[SMR](-3%)、◆TransAlta Corporation[TAC](-0%)、◎Centrus Energy Corp.[LEU](-2%)、◆Vistra Corp.[VST](-0%)、◆Pampa Energia S.A.[PAM](-0%)、◆Talen Energy Corporation[TLN](-2%)",趋势,3.96,1.23,5.19,0,动量<2
,贸易,28,6,4.6,1.16,16.32,"WESCO International Inc.[WCC](7/8,-3%)、DNOW Inc.[DNOW](7/8,-3%)、Andersons Inc. (The)[ANDE](6/8,+11%)、Willis Lease Finance Corporation[WLFC](6/8,+3%)、SiteOne Landscape Supply Inc.[SITE](6/8,-1%)、◎Sunbelt Rentals Holdings Inc.[SUNB](+6%)、◆BBB Foods Inc. Class A[TBBB](+2%)、◆Sysco Corporation[SYY](+2%)、◆Andersons Inc. (The)[ANDE](+1%)、◎Herc Holdings Inc.[HRI](-1%)、◎WESCO International Inc.[WCC](-1%)、◆DNOW Inc.[DNOW](-0%)",—,3.8,1.36,5.16,0,腿池外
,通信运营,30,5,5.93,0.22,2.99,"Telephone and Data Systems Inc.[TDS](8/8,+14%)、Vodafone Group Plc[VOD](8/8,+8%)、TIM S.A. American Depositary Shares (Each representing 5 Common Shares)[TIMB](7/8,+5%)、Lumen Technologies Inc.[LUMN](6/8,+7%)、Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share)[VIV](6/8,+2%)、◎Turkcell Iletisim Hizmetleri AS[TKC](+0%)、◆TIM S.A. American Depositary Shares (Each representing 5 Common Shares)[TIMB](+1%)、◆Lumen Technologies Inc.[LUMN](+3%)、◎Vodafone Group Plc[VOD](-1%)、◎Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share)[VIV](-0%)、◎Telephone and Data Systems Inc.[TDS](-0%)、◆KT Corporation[KT](-0%)",—,4.9,0.26,5.16,0,腿池外
,通用设备,28,5,5.48,0.51,7.1,"Mirion Technologies Inc.[MIR](7/8,+9%)、Enerflex Ltd[EFXT](7/8,+9%)、Tennant Company[TNC](7/8,+8%)、Crane NXT Co.[CXT](7/8,-1%)、Caterpillar Inc.[CAT](6/8,-3%)、◆Gates Industrial Corporation Ltd.[GTES](+3%)、◆Crane NXT Co.[CXT](+2%)、◎Enerflex Ltd[EFXT](+0%)、◆Enpro Inc.[NPO](-0%)、◆MUELLER WATER PRODUCTS[MWA](+1%)、◆Mueller Industries Inc.[MLI](+0%)、◆IDEX Corporation[IEX](-0%)",—,4.53,0.6,5.13,0,腿池外
,其他电气设备,30,6,4.94,0.72,10.1,"Bloom Energy Corporation[BE](7/8,+28%)、Power Solutions International Inc.[PSIX](7/8,-0%)、Eaton Corporation PLC[ETN](7/8,-10%)、ERock Inc.[EROC](6/8,+13%)、Sensata Technologies Holding plc[ST](6/8,-9%)、◎Bloom Energy Corporation[BE](-3%)、◎Power Solutions International Inc.[PSIX](-2%)、◎FuelCell Energy Inc.[FCEL](-7%)、◆Allient Inc.[ALNT](+0%)、◆Eaton Corporation PLC[ETN](-2%)、◎Babcock & Wilcox Enterprises Inc.[BW](-4%)、◎nVent Electric plc[NVT](-2%)",—,4.08,0.85,4.93,0,腿池外
,食品,6,1,5.93,-0.01,-0.13,"Adecoagro S.A.[AGRO](7/8,+32%)、◎Adecoagro S.A.[AGRO](+2%)、◎Mondelez International Inc.[MDLZ](+1%)、◆The Campbell's Company[CPB](+1%)、◆Pilgrim's Pride Corporation[PPC](+1%)、◎Tyson Foods Inc.[TSN](-1%)、◎The Hershey Company[HSY](-1%)、◆McCormick & Company Incorporated[MKC](-1%)",—,4.9,-0.01,4.89,0,腿池外
,其他轻工,8,2,3.95,1.25,17.52,"Herbalife Ltd.[HLF](6/8,+8%)、Vestis Corporation[VSTS](6/8,-6%)、◆ODDITY Tech Ltd.[ODD](+26%)、◎Herbalife Ltd.[HLF](+2%)、◎Philip Morris International Inc[PM](+1%)、◆Pitney Bowes Inc.[PBI](+1%)、◎Universal Corporation[UVV](-1%)、◆Colgate-Palmolive Company[CL](-0%)、◆Altria Group Inc.[MO](-0%)",—,3.26,1.47,4.73,0,腿池外
,医疗服务,20,5,3.96,1.16,16.16,"Aveanna Healthcare Holdings Inc.[AVAH](6/8,+57%)、Pediatrix Medical Group Inc.[MD](6/8,+4%)、Progyny Inc.[PGNY](6/8,+2%)、Addus HomeCare Corporation[ADUS](6/8,+2%)、Clover Health Investments Corp.[CLOV](6/8,-1%)、◎agilon health inc.[AGL](+2%)、◎Aveanna Healthcare Holdings Inc.[AVAH](+3%)、◎AMN Healthcare Services Inc[AMN](+2%)、◎Progyny Inc.[PGNY](-0%)、◎Clover Health Investments Corp.[CLOV](+1%)、◆Acadia Healthcare Company Inc.[ACHC](+3%)、◆Guardant Health Inc.[GH](+1%)",—,3.27,1.36,4.63,0,腿池外
,房地产开发,48,10,4.51,0.7,9.7,"LTC Properties Inc.[LTC](8/8,+12%)、Omega Healthcare Investors Inc.[OHI](7/8,+4%)、CoreCivic Inc.[CXW](7/8,+1%)、Sabra Health Care REIT Inc.[SBRA](6/8,+6%)、Rexford Industrial Realty Inc.[REXR](6/8,+2%)、◎Fermi Inc.[FRMI](-3%)、◎LTC Properties Inc.[LTC](+1%)、◆Park Hotels & Resorts Inc.[PK](+1%)、◆Omega Healthcare Investors Inc.[OHI](+0%)、◆Apple Hospitality REIT Inc.[APLE](+2%)、◆RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value[RLJ](+2%)、◆Ryman Hospitality Properties Inc. (REIT)[RHP](+2%)",趋势,3.73,0.82,4.55,0,动量<2+总分<5
,化肥农药,16,3,5.32,0.01,0.05,"Mosaic Company (The)[MOS](8/8,+14%)、Nutrien Ltd.[NTR](6/8,+20%)、CF Industries Holdings Inc.[CF](6/8,+18%)、◎CF Industries Holdings Inc.[CF](+3%)、◎Nutrien Ltd.[NTR](+0%)、◎Mosaic Company (The)[MOS](-1%)、◎Sociedad Quimica y Minera S.A.[SQM](-0%)、◎Scotts Miracle-Gro Company (The)[SMG](-1%)",—,4.39,0.01,4.4,0,腿池外
,汽车,28,5,5.48,-0.11,-1.5,"AutoNation Inc.[AN](8/8,+0%)、Group 1 Automotive Inc.[GPI](7/8,+8%)、Garrett Motion Inc.[GTX](7/8,-5%)、Penske Automotive Group Inc.[PAG](6/8,+1%)、Dauch Corporation[DCH](6/8,-2%)、◆Advance Auto Parts Inc.[AAP](+2%)、◎Tesla Inc.[TSLA](-0%)、◎Rivian Automotive Inc.[RIVN](-1%)、◆Murphy USA Inc.[MUSA](-0%)、◆Group 1 Automotive Inc.[GPI](+2%)、◆Penske Automotive Group Inc.[PAG](+1%)、◆AutoNation Inc.[AN](-0%)",—,4.53,-0.13,4.4,0,腿池外
,化学制品,4,1,3.95,0.8,11.23,"Flotek Industries Inc.[FTK](6/8,-28%)、◎Flotek Industries Inc.[FTK](+14%)、◆Ecovyst Inc.[ECVT](+1%)、◆Innospec Inc.[IOSP](+0%)、◎Element Solutions Inc.[ESI](-1%)、◎Olin Corporation[OLN](-2%)、◆Celanese Corporation[CE](-0%)、◎Huntsman Corporation[HUN](-2%)",—,3.26,0.94,4.2,0,腿池外
,银行,64,14,4.24,0.42,5.88,"Wells Fargo & Company[WFC](7/8,+2%)、First Commonwealth Financial Corporation[FCF](7/8,-2%)、Republic Bancorp Inc.[RBCAA](7/8,-3%)、HomeTrust Bancshares Inc.[HTB](7/8,-3%)、Banco Bradesco Sa[BBD](6/8,+7%)、◆Banco BBVA Argentina S.A.[BBAR](+2%)、◎HomeTrust Bancshares Inc.[HTB](+1%)、◆Wells Fargo & Company[WFC](+2%)、◎Riot Platforms Inc.[RIOT](-1%)、◆Banco Macro S.A.  ADR (representing Ten Class B Common Shares)[BMA](+1%)、◆Grupo Financiero Galicia S.A.[GGAL](+1%)、◆Citigroup Inc.[C](+1%)",趋势,3.5,0.49,3.99,0,动量<2+总分<5
,专业服务,8,2,3.93,0.5,7.07,"Healthcare Services Group Inc.[HCSG](6/8,+5%)、ACV Auctions Inc.[ACVA](6/8,+2%)、◎ACV Auctions Inc.[ACVA](+5%)、◆Brinks Company (The)[BCO](+3%)、◆Healthcare Services Group Inc.[HCSG](+1%)、◆OPENLANE Inc.[OPLN](+1%)、◆McGrath RentCorp[MGRC](+0%)、◎Unifirst Corporation[UNF](-0%)、◆CBIZ Inc.[CBZ](-0%)",—,3.25,0.59,3.84,0,腿池外
,建筑施工,14,3,4.62,-0.03,-0.44,"Sterling Infrastructure Inc.[STRL](7/8,-7%)、Arcosa Inc.[ACA](6/8,+0%)、Valmont Industries Inc.[VMI](6/8,-2%)、◎Sterling Infrastructure Inc.[STRL](-1%)、◎Legence Corp. Class A Common stock[LGN](-3%)、◎MasTec Inc.[MTZ](-2%)、◆MYR Group Inc.[MYRG](-0%)、◆Valmont Industries Inc.[VMI](-1%)、◆Arcosa Inc.[ACA](-0%)、◆Comfort Systems USA Inc.[FIX](-2%)",—,3.82,-0.04,3.78,0,腿池外
,专用设备,20,4,4.96,-0.35,-4.82,"Alamo Group Inc.[ALG](8/8,+1%)、CNH Industrial N.V.[CNH](6/8,+31%)、AGCO Corporation[AGCO](6/8,+26%)、Lindsay Corporation[LNN](6/8,+6%)、◎Toro Company (The)[TTC](+0%)、◆CNH Industrial N.V.[CNH](+2%)、◆Trinity Industries Inc.[TRN](+0%)、◆Greenbrier Companies Inc. (The)[GBX](+0%)、◎Cummins Inc.[CMI](-1%)、◎Alamo Group Inc.[ALG](-1%)、◎Federal Signal Corporation[FSS](-1%)",—,4.1,-0.41,3.69,0,腿池外
,教育,6,1,5.96,-1.1,-15.47,"Grand Canyon Education Inc.[LOPE](7/8,+5%)、◎Strategic Education Inc.[STRA](+0%)、◎Perdoceo Education Corporation[PRDO](+0%)、◆Covista Inc.[CVSA](+1%)、◎Grand Canyon Education Inc.[LOPE](-0%)、◎American Public Education Inc.[APEI](-1%)、◎Laureate Education Inc.[LAUR](-1%)、◎Universal Technical Institute Inc[UTI](-1%)",—,4.92,-1.29,3.63,0,腿池外
,钢铁,28,6,4.64,-0.21,-2.88,"VALE S.A.  American Depositary Shares Each Representing one common share[VALE](7/8,+11%)、Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value)[TX](7/8,+6%)、POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock)[PKX](6/8,+10%)、Gerdau S.A.[GGB](6/8,+8%)、Worthington Enterprises Inc.[WOR](6/8,+5%)、◆POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock)[PKX](+2%)、◎VALE S.A.  American Depositary Shares Each Representing one common share[VALE](-1%)、◎Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value)[TX](+0%)、◎Gerdau S.A.[GGB](-1%)、◆Nucor Corporation[NUE](+1%)、◎Arcelor Mittal NY Registry Shares NEW[MT](-0%)、◆Steel Dynamics Inc.[STLD](+0%)",—,3.83,-0.25,3.58,0,腿池外
,环保,18,4,4.48,-0.36,-5.05,"ABM Industries Incorporated[ABM](7/8,+3%)、Onterris Inc.[ONT](6/8,+9%)、CECO Environmental Corp.[CECO](6/8,+6%)、GFL Environmental Inc. Subordinate voting shares no par value[GFL](6/8,+2%)、◎CECO Environmental Corp.[CECO](-1%)、◎ABM Industries Incorporated[ABM](-2%)、◎Onterris Inc.[ONT](-0%)、◎Republic Services Inc.[RSG](+0%)、◎Clean Harbors Inc.[CLH](-0%)、◎Tetra Tech Inc.[TTEK](-0%)、◎Waste Management Inc.[WM](-1%)",—,3.7,-0.42,3.28,0,腿池外
,影视动漫,10,2,4.97,-0.77,-10.74,"Roblox Corporation[RBLX](7/8,+23%)、TKO Group Holdings Inc.[TKO](6/8,-2%)、◎Roblox Corporation[RBLX](-1%)、◎TKO Group Holdings Inc.[TKO](-2%)、◎Cinemark Holdings Inc Cinemark Holdings Inc.[CNK](-2%)、◎Madison Square Garden Entertainment Corp.[MSGE](-1%)、◎Imax Corporation[IMAX](-2%)、◆Walt Disney Company (The)[DIS](-1%)、◆Warner Music Group Corp.[WMG](+0%)",—,4.11,-0.9,3.21,0,腿池外
,水务,20,4,4.98,-0.85,-10.71,"Essential Utilities Inc.[WTRG](8/8,+5%)、H2O America[HTO](6/8,+3%)、American Water Works Company Inc.[AWK](6/8,+3%)、Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)[SBS](6/8,+3%)、◎Essential Utilities Inc.[WTRG](+0%)、◎American Water Works Company Inc.[AWK](-0%)、◎Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)[SBS](-2%)、◎H2O America[HTO](-1%)、◎American States Water Company[AWR](-0%)、◎California Water Service Group[CWT](-1%)、◆Midera Food Processing Inc.[MFP](-0%)",—,4.11,-1.0,3.11,0,腿池外
,其他建材,22,5,4.34,-0.48,-6.82,"Johnson Controls International plc Ordinary Share[JCI](7/8,-6%)、Atkore Inc.[ATKR](6/8,+1%)、Cemex S.A.B. de C.V. Sponsored ADR[CX](6/8,-3%)、Gibraltar Industries Inc.[ROCK](6/8,-8%)、Trex Company Inc.[TREX](6/8,-8%)、◆Atkore Inc.[ATKR](+0%)、◎Trex Company Inc.[TREX](-1%)、◎Johnson Controls International plc Ordinary Share[JCI](-1%)、◎ADI Global Distribution Inc.[ADIG](-1%)、◆Griffon Corporation[GFF](+0%)、◎AZZ Inc.[AZZ](-1%)、◎Cemex S.A.B. de C.V. Sponsored ADR[CX](-1%)",—,3.58,-0.56,3.02,0,腿池外
,广播电视,4,1,3.96,-0.21,-2.84,"Entravision Communications Corporation[EVC](6/8,-9%)、◆Liberty Media Corporation Series C Liberty Formula One[FWONK](+2%)、◆Liberty Media Corporation Series A Liberty Formula One[FWONA](+2%)、◎Adeia Inc.[ADEA](-2%)、◎Liberty Latin America Ltd.[LILAK](-0%)、◆Entravision Communications Corporation[EVC](+1%)、◎Liberty Global Ltd. Class C[LBTYK](-1%)、◎Newsmax Inc.[NMAX](-1%)",—,3.27,-0.25,3.02,0,腿池外
,煤炭,4,1,3.98,-0.3,-3.76,"Hallador Energy Company[HNRG](6/8,+6%)、◎Alpha Metallurgical Resources Inc.[AMR](+1%)、◎Peabody Energy Corporation[BTU](-0%)、◎Core Natural Resources Inc.[CNR](-1%)、◎Warrior Met Coal Inc.[HCC](-1%)、◎Hallador Energy Company[HNRG](-2%)、◎Cameco Corporation[CCJ](-2%)、◎Uranium Energy Corp.[UEC](-2%)",—,3.29,-0.35,2.94,0,腿池外
,电子器件,20,4,4.98,-1.03,-11.47,"Arrow Electronics Inc.[ARW](7/8,+4%)、TD SYNNEX Corporation[SNX](7/8,+2%)、Avnet Inc.[AVT](6/8,-4%)、Flex Ltd.[FLEX](6/8,-8%)、◎Flex Ltd.[FLEX](-1%)、◎Avnet Inc.[AVT](-0%)、◎Arrow Electronics Inc.[ARW](-1%)、◎TD SYNNEX Corporation[SNX](-0%)、◎ScanSource Inc.[SCSC](-1%)、◎Insight Enterprises Inc.[NSIT](-1%)、◆Agilysys Inc. Common Stock (DE)[AGYS](-2%)",—,4.11,-1.21,2.9,0,腿池外
